Model,Description,Harga_MD,Harga_ADP,Harga_DPP,Harga_MSRP,Harga_Non_DPP,Category,Sumber,Warranty,Brand
DS-2CD1027G3-LIU,,1305100,1305100,1305100,2007846,1465728,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1127G3-LIUF,"1/2.8"" Progressive CMOS, ICR, 1920 × 1080: 25fps(P)/30fps(N), H.265+/H.265/H.264+/H.264, WDR, 3D DNR, BLC，HLC, Smart hybrid light, IR or white light r",1601300,1601300,1601300,2463538,1798383,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1127G3,"1/2.8"" Progressive CMOS, ICR, 1920 × 1080: 25fps(P)/30fps(N), H.265+/H.265/H.264+/H.264, WDR, 3D DNR, BLC，HLC, Smart hybrid light, IR or white light r",1601300,1601300,1601300,2463538,1798383,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1127G3-LIU,,1455100,1455100,1455100,2238615,1634189,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1327G3-LIUF,"1/2.8"" Progressive CMOS, ICR, 1920 × 1080: 25fps(P)/30fps(N), H.265+/H.265/H.264+/H.264, WDR, 3D DNR, BLC，HLC, Smart hybrid light, IR or white light r",1455100,1455100,1455100,2238615,1634189,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1327G3,"1/2.8"" Progressive CMOS, ICR, 1920 × 1080: 25fps(P)/30fps(N), H.265+/H.265/H.264+/H.264, WDR, 3D DNR, BLC，HLC, Smart hybrid light, IR or white light r",1455100,1455100,1455100,2238615,1634189,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1327G3-LIU,,1305100,1305100,1305100,2007846,1465728,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1T27G3-LIUF,"1/2.8"" Progressive CMOS, ICR, 1920 × 1080: 25fps(P)/30fps(N), H.265+/H.265/H.264+/H.264, WDR, 3D DNR, BLC，HLC, Smart hybrid light, IR or white light r",1871400,1871400,1871400,2879077,2101726,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1T27G3,"1/2.8"" Progressive CMOS, ICR, 1920 × 1080: 25fps(P)/30fps(N), H.265+/H.265/H.264+/H.264, WDR, 3D DNR, BLC，HLC, Smart hybrid light, IR or white light r",1871400,1871400,1871400,2879077,2101726,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1T27G3-LIU,,1702600,1702600,1702600,2619385,1912151,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1047G3-LIUF,"1/3"" Progressive CMOS, ICR, 2560 × 1440: 25fps(P)/24fps(N), H.265+/H.265/H.264+/H.264, WDR, 3D DNR, BLC，HLC, Smart hybrid light, IR or white light ran",2334100,2334100,2334100,3590923,2621374,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1047G3,"1/3"" Progressive CMOS, ICR, 2560 × 1440: 25fps(P)/24fps(N), H.265+/H.265/H.264+/H.264, WDR, 3D DNR, BLC，HLC, Smart hybrid light, IR or white light ran",2334100,2334100,2334100,3590923,2621374,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1047G3-LIU,,2178900,2178900,2178900,3352154,2447072,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1147G3-LIUF,"1/3"" Progressive CMOS, ICR, 2560 × 1440: 25fps(P)/24fps(N), H.265+/H.265/H.264+/H.264, WDR, 3D DNR, BLC，HLC, Smart hybrid light, IR or white light ran",2496700,2496700,2496700,3841077,2803986,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1147G3,"1/3"" Progressive CMOS, ICR, 2560 × 1440: 25fps(P)/24fps(N), H.265+/H.265/H.264+/H.264, WDR, 3D DNR, BLC，HLC, Smart hybrid light, IR or white light ran",2496700,2496700,2496700,3841077,2803986,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1147G3-LIU,,2334100,2334100,2334100,3590923,2621374,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1347G3-LIUF,"1/3"" Progressive CMOS, ICR, 2560 × 1440: 25fps(P)/24fps(N), H.265+/H.265/H.264+/H.264, WDR, 3D DNR, BLC，HLC, Smart hybrid light, IR or white light ran",2334100,2334100,2334100,3590923,2621374,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1347G3,"1/3"" Progressive CMOS, ICR, 2560 × 1440: 25fps(P)/24fps(N), H.265+/H.265/H.264+/H.264, WDR, 3D DNR, BLC，HLC, Smart hybrid light, IR or white light ran",2334100,2334100,2334100,3590923,2621374,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1347G3-LIU,,2178900,2178900,2178900,3352154,2447072,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1T47G3-LIUF,"1/3"" Progressive CMOS, ICR, 2560 × 1440: 25fps(P)/24fps(N), H.265+/H.265/H.264+/H.264, WDR, 3D DNR, BLC，HLC, Smart hybrid light, IR or white light ran",2719900,2719900,2719900,4184462,3054657,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1T47G3,"1/3"" Progressive CMOS, ICR, 2560 × 1440: 25fps(P)/24fps(N), H.265+/H.265/H.264+/H.264, WDR, 3D DNR, BLC，HLC, Smart hybrid light, IR or white light ran",2719900,2719900,2719900,4184462,3054657,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1T47G3-LIU,,2538300,2538300,2538300,3905077,2850706,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1T47G3-LIUF/LSL,● SoundMax produces a louder alarm sound to deter trespassers ; ● HikAI-ISP for excellent noise reduction effect; ● Super clear 24/7 colorful imaging ,3037700,3037700,3037700,4673385,3411571,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1T47G3-LIU(F)/LS(L)(RB),● SoundMax produces a louder alarm sound to deter trespassers ; ● HikAI-ISP for excellent noise reduction effect; ● Super clear 24/7 colorful imaging ,3037700,3037700,3037700,4673385,3411571,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD1T47G3-LIU/LSL,,2912900,2912900,2912900,4481385,3271411,1 series Colorvu 3.0,Hikvision 1 series Colorvu 3.0,2 Years Warranty,Hikvision
DS-2CD2955G0-ISU,"1/2.8"" Progressive Scan CMOS  H.265/H.264/MJPEG Powered by Darkfighter technology, Color: 0.009 lux @(F1.6, AGC ON), 0 lux with IR 50fps/60fps(1920×10",3938000,3938000,3938000,6058462,4422677,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2126G2-IMS,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(1920×1080); VCA functions",3435000,3435000,3435000,5284615,3857769,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2387G2P-LSU/SL (C),"2*1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;  Color: 0.0005 lux @(F1.0, AGC ON), 0 lux with LED on;  20fps(5120×1440),VCA function",5187400,5187400,5187400,8366774,5856742,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2387G2P,"2*1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;  Color: 0.0005 lux @(F1.0, AGC ON), 0 lux with LED on;  20fps(5120×1440),VCA function",5187400,5187400,5187400,8366774,5856742,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2347G2P-LSU/SL (C),"2*1/2.5"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;  Color: 0.0005 lux @(F1.0, AGC ON), 0 lux with LED on;  25/24fps(3040×1368),VCA funct",4344600,4344600,4344600,7007419,4905194,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2347G2P,"2*1/2.5"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;  Color: 0.0005 lux @(F1.0, AGC ON), 0 lux with LED on;  25/24fps(3040×1368),VCA funct",4344600,4344600,4344600,7007419,4905194,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2T87G2P-LSU/SL (C),"2*1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;  Color: 0.0005 lux @(F1.0, AGC ON), 0 lux with LED on;  20fps(5120×1440),VCA function",5926300,5926300,5926300,9558548,6690984,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2T87G2P,"2*1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;  Color: 0.0005 lux @(F1.0, AGC ON), 0 lux with LED on;  20fps(5120×1440),VCA function",5926300,5926300,5926300,9558548,6690984,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2T47G2P-LSU/SL (C),"2*1/2.5"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;  Color: 0.0005 lux @(F1.0, AGC ON), 0 lux with LED on;  25/24fps(3040×1368),VCA funct",4995000,4995000,4995000,8056452,5639516,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2T47G2P,"2*1/2.5"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;  Color: 0.0005 lux @(F1.0, AGC ON), 0 lux with LED on;  25/24fps(3040×1368),VCA funct",4995000,4995000,4995000,8056452,5639516,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD1363G2P-LIUF/SL,"2×1/2.5"" Progressive Scan CMOS stitched, up to 180° wide angle; 3632 × 1632: 20fps(P)/(N), 20:9; H.265+/H.265/H.264+/H.264, WDR, ICR, IR or white ligh",2994600,2994600,2994600,4607077,3224954,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD1T63G2P-LIUF/SL,"2×1/2.5"" Progressive Scan CMOS stitched, up to 180° wide angle; 3632 × 1632: 20fps(P)/(N), 20:9; H.265+/H.265/H.264+/H.264, WDR, ICR, IR or white ligh",3451700,3451700,3451700,5310308,3717215,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD23167G3P-LIS2UY/SL,,7715700,7715700,7715700,12444677,8711274,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD23167G3P,,7715700,7715700,7715700,12444677,8711274,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD23127G3P-LIS2UY/SL,,7011500,7011500,7011500,11308871,7916210,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD23127G3P,,7011500,7011500,7011500,11308871,7916210,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2387G3P-LIS2UY/SL,,5841600,5841600,5841600,9421935,6595355,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2387G3P,,5841600,5841600,5841600,9421935,6595355,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2T167G3P-LIS2UY/SL,,8808600,8808600,8808600,14207419,9945194,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2T167G3P,,8808600,8808600,8808600,14207419,9945194,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2T127G3P-LIS2UY/SL,,8008100,8008100,8008100,12916290,9041403,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2T127G3P,,8008100,8008100,8008100,12916290,9041403,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2T87G3P-LIS2UY/SL,,6676700,6676700,6676700,10768871,7538210,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2T87G3P,,6676700,6676700,6676700,10768871,7538210,Fisheye&Guard,Hikvision Fisheye&Guard,2 Years Warranty,Hikvision
DS-2CD2023G2-LI,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(1920×1080); VCA functions",2530400,2530400,2530400,4081290,2856903,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2023G2-LI(2U),"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(1920×1080); VCA functions",2530400,2530400,2530400,4081290,2856903,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2023G2-LI2U,,2622800,2622800,2622800,4230323,2961226,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2043G2-LI,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(2688×1520, 1920×1080); VCA ",2730700,2730700,2730700,4404355,3083048,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2043G2-LI(2U),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(2688×1520, 1920×1080); VCA ",2730700,2730700,2730700,4404355,3083048,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2043G2-LI2U,,2819300,2819300,2819300,4547258,3183081,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2063G2-LI,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;   Color: 0.005 lux@(F1.6, AGC ON), 0 lux with IR;  20fps(3200x1800), 25fps/30fps (2688×",2861700,2861700,2861700,4615645,3230952,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2063G2-LI(2U),"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;   Color: 0.005 lux@(F1.6, AGC ON), 0 lux with IR;  20fps(3200x1800), 25fps/30fps (2688×",2861700,2861700,2861700,4615645,3230952,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2063G2-LI2U,,2950300,2950300,2950300,4758548,3330984,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2123G2-LI,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(1920×1080); VCA functions",2530400,2530400,2530400,4081290,2856903,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2123G2-LI(S)(2U),"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(1920×1080); VCA functions",2530400,2530400,2530400,4081290,2856903,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2123G2-LIS2U,,2769300,2769300,2769300,4466613,3126629,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2143G2-LI,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(2688×1520, 1920×1080); VCA ",2730700,2730700,2730700,4404355,3083048,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2143G2-LI(S)(2U),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(2688×1520, 1920×1080); VCA ",2730700,2730700,2730700,4404355,3083048,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2143G2-LIS2U,,2973300,2973300,2973300,4795645,3356952,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2163G2-LI,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;   Color: 0.005 lux@(F1.6, AGC ON), 0 lux with IR;  20fps(3200x1800), 25fps/30fps (2688×",2861700,2861700,2861700,4615645,3230952,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2163G2-LI(S)(2U),"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;   Color: 0.005 lux@(F1.6, AGC ON), 0 lux with IR;  20fps(3200x1800), 25fps/30fps (2688×",2861700,2861700,2861700,4615645,3230952,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2163G2-LIS2U,,3115800,3115800,3115800,5025484,3517839,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2323G2-LI,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(1920×1080); VCA functions",2480300,2480300,2480300,4000484,2800339,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2323G2-LI(2U),"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(1920×1080); VCA functions",2480300,2480300,2480300,4000484,2800339,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2323G2-LI2U,,2568900,2568900,2568900,4143387,2900371,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2343G2-LI,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(2688×1520, 1920×1080); VCA ",2676700,2676700,2676700,4317258,3022081,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2343G2-LI(2U),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(2688×1520, 1920×1080); VCA ",2676700,2676700,2676700,4317258,3022081,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2343G2-LI2U,,2765300,2765300,2765300,4460161,3122113,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2363G2-LI,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;   Color: 0.005 lux@(F1.6, AGC ON), 0 lux with IR;  20fps(3200x1800), 25fps/30fps (2688×",2811500,2811500,2811500,4534677,3174274,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2363G2-LI(2U),"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;   Color: 0.005 lux@(F1.6, AGC ON), 0 lux with IR;  20fps(3200x1800), 25fps/30fps (2688×",2811500,2811500,2811500,4534677,3174274,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2363G2-LI2U,,2900100,2900100,2900100,4677581,3274306,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2T23G2-2LI2U,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(1920×1080); VCA functions",2919400,2919400,2919400,4708710,3296097,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2T23G2-2LI(2U)/4LI(2U),"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(1920×1080); VCA functions",2919400,2919400,2919400,4708710,3296097,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2T23G2-4LI2U,,3065800,3065800,3065800,4944839,3461387,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2T43G2-2LI2U,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(2688×1520, 1920×1080); VCA ",3115800,3115800,3115800,5025484,3517839,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2T43G2-2LI(2U)/4LI(2U),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(2688×1520, 1920×1080); VCA ",3115800,3115800,3115800,5025484,3517839,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2T43G2-4LI2U,,3273800,3273800,3273800,5280323,3696226,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2T63G2-2LI2U,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;   Color: 0.005 lux@(F1.6, AGC ON), 0 lux with IR;  20fps(3200x1800), 25fps/30fps (2688×",3273800,3273800,3273800,5280323,3696226,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2T63G2-2LI(2U)/4LI(2U),"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;   Color: 0.005 lux@(F1.6, AGC ON), 0 lux with IR;  20fps(3200x1800), 25fps/30fps (2688×",3273800,3273800,3273800,5280323,3696226,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2T63G2-4LI2U,,3435500,3435500,3435500,5541129,3878790,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2523G2-LIS2U,"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(1920×1080); VCA functions",3008000,3008000,3008000,4851613,3396129,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2523G2-LI(S)(2U),"1/2.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(1920×1080); VCA functions",3008000,3008000,3008000,4851613,3396129,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2543G2-LIS2U,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(2688×1520, 1920×1080); VCA ",3235300,3235300,3235300,5218226,3652758,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2543G2-LI(S)(2U),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 25fps/30fps(2688×1520, 1920×1080); VCA ",3235300,3235300,3235300,5218226,3652758,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2563G2-LIS2U,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 20fps(3200x1800),25fps/30fps(2688×1520,",3481700,3481700,3481700,5615645,3930952,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2563G2-LI(S)(2U),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; Color: 0.005 Lux @ (F1.6, AGC ON), 0 lux with IR; 20fps(3200x1800),25fps/30fps(2688×1520,",3481700,3481700,3481700,5615645,3930952,2xx3G2-LI,Hikvision 2xx3G2-LI,2 Years Warranty,Hikvision
DS-2CD2086G2H-I,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;  Color: 0.0008 Lux @ (F1.0, AGC ON),0 Lux with light;  25fps/24fps(3840×2160);25fps/30 ",4190400,4190400,4190400,6758710,4731097,Darkfighter 2xx6G2H,Hikvision Darkfighter 2xx6G2H,2 Years Warranty,Hikvision
